Ação,Data,Abertura,Fechamento,Min,Max,Volume
MGLUL12,2025-09-23,0.85,1.01,0.8,1.01,
MGLUL125,2025-09-23,0.77,0.77,0.77,0.77,
MGLUL13,2025-09-23,0.7,0.75,0.7,0.75,
MGLUL133,2025-09-23,0.65,0.65,0.65,0.65,
MGLUL135,2025-09-23,0.66,0.7,0.66,0.7,
MGLUL14,2025-09-23,0.47,0.5,0.47,0.5,
MGLUL15,2025-09-23,0.39,0.39,0.39,0.39,
MGLUL200,2025-09-23,0.1,0.09,0.09,0.1,
MGLUN1,2025-09-23,0.48,0.48,0.48,0.48,
MGLUN100,2025-09-23,0.95,1.02,0.95,1.06,
MGLUO10,2025-09-23,1.83,1.8,1.8,1.83,
MGLUO100,2025-09-23,1.05,1.06,1.05,1.06,
MGLUO105,2025-09-23,1.38,1.36,1.36,1.38,
MGLUP10,2025-09-23,1.7,1.5,1.5,1.7,
MGLUQ104,2025-09-23,1.4,1.4,1.4,1.4,
MGLUU100W4,2025-09-23,0.07,0.04,0.03,0.07,
MGLUU105W4,2025-09-23,0.12,0.1,0.1,0.18,
MGLUU110W4,2025-09-23,0.33,0.32,0.25,0.4,
MGLUU115W4,2025-09-23,0.5,0.6,0.5,0.7,
MGLUU120W4,2025-09-23,1.21,1.21,1.21,1.21,
MGLUU800W4,2025-09-23,0.01,0.01,0.01,0.01,
MGLUU840W4,2025-09-23,0.01,0.01,0.01,0.01,
MGLUU880W4,2025-09-23,0.01,0.01,0.01,0.01,
MGLUU940W4,2025-09-23,0.02,0.02,0.02,0.02,
MGLUU960W4,2025-09-23,0.03,0.03,0.03,0.03,
MGLUU980W4,2025-09-23,0.04,0.03,0.03,0.04,
MGLUV100W1,2025-09-23,0.2,0.15,0.15,0.2,
MGLUV101,2025-09-23,0.45,0.44,0.36,0.53,
MGLUV104,2025-09-23,0.55,0.53,0.41,0.62,
MGLUV105W1,2025-09-23,0.37,0.28,0.28,0.37,
MGLUV106,2025-09-23,0.8,0.62,0.56,0.8,
MGLUV109,2025-09-23,0.85,0.74,0.63,0.88,
MGLUV110W1,2025-09-23,0.45,0.48,0.45,0.55,
MGLUV111,2025-09-23,1.07,0.88,0.68,1.07,
MGLUV114,2025-09-23,0.97,0.99,0.88,1.13,
MGLUV116,2025-09-23,1.12,1.12,1.12,1.25,
MGLUV119,2025-09-23,1.3,1.28,1.28,1.42,
MGLUV121,2025-09-23,1.39,1.47,1.3,1.6,
MGLUV124,2025-09-23,1.87,1.71,1.65,1.87,
MGLUV125W1,2025-09-23,1.57,1.55,1.53,1.57,
MGLUV126,2025-09-23,1.98,1.84,1.83,2.05,
MGLUV129,2025-09-23,1.96,2.15,1.93,2.15,
MGLUV131,2025-09-23,2.16,2.27,2.16,2.53,
MGLUV134,2025-09-23,2.55,2.51,2.44,2.76,
MGLUV136,2025-09-23,2.72,2.68,2.68,3.01,
MGLUV139,2025-09-23,2.93,3.01,2.93,3.01,
MGLUV141,2025-09-23,3.15,3.2,3.15,3.2,
MGLUV144,2025-09-23,3.63,3.46,3.46,3.63,
MGLUV146,2025-09-23,3.9,3.74,3.74,3.9,
MGLUV149,2025-09-23,4.14,3.98,3.96,4.14,
MGLUV151,2025-09-23,4.39,4.2,4.2,4.39,
MGLUV156,2025-09-23,4.88,4.66,4.66,4.88,
MGLUV158,2025-09-23,5.13,4.89,4.89,5.13,
MGLUV16,2025-09-23,6.11,6.09,6.09,6.11,
MGLUV161,2025-09-23,5.36,5.16,5.14,5.36,
MGLUV163,2025-09-23,5.61,5.59,5.59,5.61,
MGLUV166,2025-09-23,5.86,5.84,5.84,5.86,
MGLUV171,2025-09-23,6.35,6.33,6.33,6.35,
MGLUV173,2025-09-23,6.6,6.58,6.58,6.6,
MGLUV176,2025-09-23,6.89,6.85,6.85,6.89,
MGLUV178,2025-09-23,6.8,6.8,6.8,6.8,
MGLUV181,2025-09-23,7.32,7.29,7.29,7.32,
MGLUV186,2025-09-23,7.63,7.63,7.63,7.63,
MGLUV196,2025-09-23,8.61,8.61,8.61,8.61,
MGLUV201,2025-09-23,9.05,9.05,9.05,9.05,
MGLUV206,2025-09-23,9.62,9.62,9.62,9.62,
MGLUV382,2025-09-23,26.66,26.66,26.66,26.66,
MGLUV499,2025-09-23,0.01,0.01,0.01,0.01,
MGLUV509,2025-09-23,0.01,0.01,0.01,0.01,
MGLUV519,2025-09-23,0.01,0.01,0.01,0.01,
MGLUV579,2025-09-23,0.01,0.01,0.01,0.01,
MGLUV600,2025-09-23,0.02,0.02,0.02,0.02,
MGLUV609,2025-09-23,0.03,0.03,0.03,0.03,
MGLUV659,2025-09-23,0.04,0.04,0.04,0.04,
MGLUV669,2025-09-23,0.03,0.03,0.03,0.03,
MGLUV689,2025-09-23,0.05,0.04,0.04,0.14,
MGLUV699,2025-09-23,0.04,0.04,0.04,0.04,
MGLUV719,2025-09-23,0.04,0.04,0.04,0.04,
MGLUV729,2025-09-23,0.05,0.05,0.05,0.05,
MGLUV739,2025-09-23,0.05,0.06,0.05,0.06,
MGLUV759,2025-09-23,0.06,0.06,0.06,0.06,
MGLUV779,2025-09-23,0.07,0.07,0.07,0.07,
MGLUV780W1,2025-09-23,0.02,0.02,0.02,0.02,
MGLUV789,2025-09-23,0.07,0.07,0.07,0.08,
MGLUV799,2025-09-23,0.08,0.08,0.08,0.08,
MGLUV809,2025-09-23,0.08,0.08,0.07,0.09,
MGLUV819,2025-09-23,0.11,0.09,0.09,0.11,
MGLUV820W1,2025-09-23,0.02,0.02,0.02,0.02,
MGLUV829,2025-09-23,0.1,0.09,0.09,0.1,
MGLUV839,2025-09-23,0.09,0.1,0.09,0.12,
MGLUV849,2025-09-23,0.14,0.13,0.1,0.14,
MGLUV859,2025-09-23,0.12,0.13,0.12,0.14,
MGLUV869,2025-09-23,0.13,0.12,0.12,0.17,
MGLUV879,2025-09-23,0.14,0.14,0.13,0.17,
MGLUV889,2025-09-23,0.16,0.15,0.15,0.19,
MGLUV899,2025-09-23,0.18,0.17,0.16,0.2,
MGLUV909,2025-09-23,0.3,0.18,0.15,0.3,
MGLUV919,2025-09-23,0.17,0.21,0.17,0.23,
MGLUV929,2025-09-23,0.2,0.23,0.19,0.24,
MGLUV939,2025-09-23,0.23,0.23,0.22,0.26,
MGLUV949,2025-09-23,0.22,0.24,0.22,0.3,
MGLUV959,2025-09-23,0.27,0.27,0.2,0.32,
MGLUV960W1,2025-09-23,0.08,0.08,0.08,0.08,
MGLUV960W2,2025-09-23,0.22,0.22,0.22,0.22,
MGLUV969,2025-09-23,0.29,0.28,0.28,0.33,
MGLUV979,2025-09-23,0.31,0.32,0.31,0.38,
MGLUV980W1,2025-09-23,0.15,0.12,0.12,0.15,
MGLUV989,2025-09-23,0.3,0.36,0.28,0.4,
MGLUV999,2025-09-23,0.36,0.36,0.31,0.45,
MGLUW103,2025-09-23,0.87,0.83,0.83,0.87,
MGLUW105,2025-09-23,0.95,0.95,0.95,0.95,
MGLUW108,2025-09-23,1.05,1.09,1.05,1.09,
MGLUW110,2025-09-23,1.24,1.17,1.17,1.24,
MGLUW113,2025-09-23,1.4,1.4,1.4,1.4,
MGLUW120,2025-09-23,1.73,1.8,1.73,1.8,
MGLUW203,2025-09-23,9.1,9.1,9.1,9.1,
MGLUW544,2025-09-23,0.04,0.04,0.04,0.04,
MGLUW704,2025-09-23,0.11,0.11,0.11,0.11,
MGLUW764,2025-09-23,0.17,0.17,0.17,0.17,
MGLUW784,2025-09-23,0.2,0.2,0.2,0.2,
MGLUW794,2025-09-23,0.22,0.21,0.21,0.23,
MGLUW804,2025-09-23,0.22,0.23,0.22,0.24,
MGLUW814,2025-09-23,0.23,0.23,0.23,0.23,
MGLUW824,2025-09-23,0.25,0.25,0.25,0.25,
MGLUW844,2025-09-23,0.29,0.29,0.29,0.29,
MGLUW864,2025-09-23,0.33,0.34,0.33,0.34,
MGLUW874,2025-09-23,0.39,0.35,0.35,0.39,
MGLUW884,2025-09-23,0.37,0.38,0.37,0.38,
MGLUW894,2025-09-23,0.41,0.39,0.39,0.41,
MGLUW904,2025-09-23,0.42,0.41,0.41,0.43,
MGLUW924,2025-09-23,0.45,0.46,0.45,0.46,
MGLUW934,2025-09-23,0.48,0.49,0.48,0.5,
MGLUW944,2025-09-23,0.51,0.52,0.5,0.52,
MGLUW954,2025-09-23,0.55,0.55,0.55,0.55,
MGLUW964,2025-09-23,0.62,0.59,0.59,0.62,
MGLUW974,2025-09-23,0.6,0.61,0.6,0.61,
MGLUW984,2025-09-23,0.63,0.64,0.63,0.69,
MGLUW994,2025-09-23,0.73,0.69,0.69,0.74,
MGLUX105,2025-09-23,1.08,1.12,1.08,1.12,
MGLUX115,2025-09-23,1.6,1.6,1.6,1.6,
MGLUX200,2025-09-23,8.2,8.2,8,8.2,
MGLUX35,2025-09-23,22.27,22.27,22.27,22.27,
MGLUX824,2025-09-23,0.35,0.35,0.35,0.35,
MGLUX844,2025-09-23,0.37,0.41,0.37,0.41,
MGLUX884,2025-09-23,0.3,0.47,0.3,0.52,
MGLUX894,2025-09-23,0.35,0.52,0.35,0.52,
MGLUX924,2025-09-23,0.57,0.57,0.57,0.57,
MGLUX954,2025-09-23,0.68,0.68,0.68,0.68,
MGLUX984,2025-09-23,0.8,0.84,0.78,0.84,
LREN3T,2025-09-23,16.23,16.24,16.23,16.24,
LREN3T,2025-09-23,16.06,16.07,16.06,16.07,
LREN3T,2025-09-23,16.06,16.07,16.06,16.07,
LREN3T,2025-09-23,16.45,16.46,16.45,16.46,
FNAM11,2025-09-23,0.41,0.39,0.39,0.42,
FNOR11,2025-09-23,0.73,0.71,0.71,0.74,
PETRJ34,2025-09-23,,,,,
BOVAJ11,2025-09-23,,,,,
BOVAJ180,2025-09-23,,,,,
BOVAJ170,2025-09-23,,,,,
BBASJ320,2025-09-23,,,,,
BHIAJ100,2025-09-23,,,,,
BHIAJ16,2025-09-23,,,,,
USIMJ800,2025-09-23,,,,,
USIMJ10,2025-09-23,,,,,
CSNAJ15,2025-09-23,,,,,
CSNAJ17,2025-09-23,,,,,
LRENJ24,2025-09-23,,,,,
CVCBJ50,2025-09-23,,,,,
BBASV320,2025-09-23,,,,,
BHIAV100,2025-09-23,,,,,
BHIAV16,2025-09-23,,,,,
USIMV900,2025-09-23,,,,,
CSNAV16,2025-09-23,,,,,
BBDCV250,2025-09-23,,,,,
CSANJ162,2025-09-23,,,,,
ELETJ392,2025-09-23,,,,,
ABCBV250,2025-09-23,,,,,
SUZBW770,2025-09-23,,,,,
B3SAW979,2025-09-23,,,,,
CSNAK91,2025-09-23,,,,,
B3SAK979,2025-09-23,,,,,
RDORK381,2025-09-23,,,,,
PETRK30,2025-09-23,,,,,
RDORW381,2025-09-23,,,,,
BOVAL118,2025-09-23,,,,,
BOVAL126,2025-09-23,,,,,
BOVAL134,2025-09-23,,,,,
RAIZJ500,2025-09-23,,,,,
ENEVL192,2025-09-23,,,,,
VBBRL326,2025-09-23,,,,,
INBRK158,2025-09-23,,,,,
CPLEX932,2025-09-23,,,,,
VBBRX326,2025-09-23,,,,,
UGPAX305,2025-09-23,,,,,
ITUBX331,2025-09-23,,,,,
GFSAX100,2025-09-23,,,,,
PETZX600,2025-09-23,,,,,
BHIAX13,2025-09-23,,,,,
VALEX220,2025-09-23,,,,,
PETZX800,2025-09-23,,,,,
MGLUX45,2025-09-23,,,,,
UGPAL395,2025-09-23,,,,,
ITUBL331,2025-09-23,,,,,
MGLUL500,2025-09-23,,,,,
BHIAL13,2025-09-23,,,,,
GGBRL270,2025-09-23,,,,,
MGLUL25,2025-09-23,,,,,
PETZL700,2025-09-23,,,,,
BHIAL108,2025-09-23,,,,,
IRBRL40,2025-09-23,,,,,
MGLUL35,2025-09-23,,,,,
GFSAL800,2025-09-23,,,,,
PCARL60,2025-09-23,,,,,
IRBRL600,2025-09-23,,,,,
MGLUL40,2025-09-23,,,,,
RANIL11,2025-09-23,,,,,
VIVTJ527,2025-09-23,,,,,
GFSAX800,2025-09-23,,,,,
BHIAX108,2025-09-23,,,,,
GGBRX270,2025-09-23,,,,,
PRIOL55,2025-09-23,,,,,
PRIOX590,2025-09-23,,,,,
ABEVX16,2025-09-23,,,,,
ABEVX190,2025-09-23,,,,,
ABEVX200,2025-09-23,,,,,
BRSRL191,2025-09-23,,,,,
AUREL173,2025-09-23,,,,,
RECVL250,2025-09-23,,,,,
AUREL283,2025-09-23,,,,,
GRNDL107,2025-09-23,,,,,
GRNDL880,2025-09-23,,,,,
RECVX250,2025-09-23,,,,,
BRSRX191,2025-09-23,,,,,
GRNDX880,2025-09-23,,,,,
GRNDX107,2025-09-23,,,,,
BOVAL160,2025-09-23,,,,,
PETRX300,2025-09-23,,,,,
PETRL300,2025-09-23,,,,,
SUZBX400,2025-09-23,,,,,
BOVAX165,2025-09-23,,,,,
BHIAA150,2025-09-23,,,,,
BHIAA25,2025-09-23,,,,,
LRENA1,2025-09-23,,,,,
BHIAA22,2025-09-23,,,,,
CVCBA600,2025-09-23,,,,,
BHIAA18,2025-09-23,,,,,
LRENA240,2025-09-23,,,,,
CBAVA800,2025-09-23,,,,,
MRVEA14,2025-09-23,,,,,
BBASA349,2025-09-23,,,,,
BBASA45,2025-09-23,,,,,
BBASA25,2025-09-23,,,,,
MRVEL130,2025-09-23,,,,,
USIMA70,2025-09-23,,,,,
MRVEL110,2025-09-23,,,,,
CVCBM500,2025-09-23,,,,,
CVCBM70,2025-09-23,,,,,
LRENM240,2025-09-23,,,,,
PETZM600,2025-09-23,,,,,
LRENM220,2025-09-23,,,,,
LJQQM900,2025-09-23,,,,,
CBAVX700,2025-09-23,,,,,
MRVEX130,2025-09-23,,,,,
MRVEM14,2025-09-23,,,,,
BBDCM120,2025-09-23,,,,,
IBOVL170,2025-09-23,,,,,
BOVAM163,2025-09-23,,,,,
BBSEM830,2025-09-23,,,,,
GGBRM213,2025-09-23,,,,,
PETRA364,2025-09-23,,,,,
BOVAA163,2025-09-23,,,,,
GGBRA213,2025-09-23,,,,,
BBASB683,2025-09-23,,,,,
COGNB30,2025-09-23,,,,,
B3SAB150,2025-09-23,,,,,
PCARB800,2025-09-23,,,,,
IRBRB700,2025-09-23,,,,,
AMARB400,2025-09-23,,,,,
BHIAB179,2025-09-23,,,,,
B3SAB170,2025-09-23,,,,,
COGNB1,2025-09-23,,,,,
B3SAB130,2025-09-23,,,,,
BHIAB16,2025-09-23,,,,,
IRBRB600,2025-09-23,,,,,
GGBRB240,2025-09-23,,,,,
GGBRB280,2025-09-23,,,,,
AMARB500,2025-09-23,,,,,
BHIAN119,2025-09-23,,,,,
B3SAN150,2025-09-23,,,,,
PETZN700,2025-09-23,,,,,
B3SAN130,2025-09-23,,,,,
GGBRN260,2025-09-23,,,,,
IRBRN700,2025-09-23,,,,,
B3SAN170,2025-09-23,,,,,
IRBRN600,2025-09-23,,,,,
PCARN50,2025-09-23,,,,,
COGNN40,2025-09-23,,,,,
CSNAB927,2025-09-23,,,,,
HAPVA400,2025-09-23,,,,,
PETRA407,2025-09-23,,,,,
HAPVN40,2025-09-23,,,,,
PETRM507,2025-09-23,,,,,
BBDCN119,2025-09-23,,,,,
BBASB310,2025-09-23,,,,,
BBASC591,2025-09-23,,,,,
QUALA100,2025-09-23,,,,,
PETRB480,2025-09-23,,,,,
PETRB500,2025-09-23,,,,,
BOVAB125,2025-09-23,,,,,
BOVAB163,2025-09-23,,,,,
BBASO591,2025-09-23,,,,,
QUALM700,2025-09-23,,,,,
BOVAN125,2025-09-23,,,,,
PETRN500,2025-09-23,,,,,
GGPSN175,2025-09-23,,,,,
SBSPC935,2025-09-23,,,,,
GOAUX160,2025-09-23,,,,,
RAIZJ389,2025-09-23,,,,,
BBASC700,2025-09-23,,,,,
BBASC630,2025-09-23,,,,,
CSNAO220,2025-09-23,,,,,
BOVAO141,2025-09-23,,,,,
CSNAO18,2025-09-23,,,,,
CSNAO20,2025-09-23,,,,,
COGNO25,2025-09-23,,,,,
PETRO480,2025-09-23,,,,,
CSNAO160,2025-09-23,,,,,
BOVAC16,2025-09-23,,,,,
MGLUC300,2025-09-23,,,,,
BBDCC21,2025-09-23,,,,,
CSNAC220,2025-09-23,,,,,
IBOVC180,2025-09-23,,,,,
IBOVO170,2025-09-23,,,,,
VALEM620,2025-09-23,,,,,
VALEM680,2025-09-23,,,,,
VALEM780,2025-09-23,,,,,
VALEM710,2025-09-23,,,,,
GGBRC175,2025-09-23,,,,,
VALEA580,2025-09-23,,,,,
VALEA650,2025-09-23,,,,,
VALEA780,2025-09-23,,,,,
VALEA680,2025-09-23,,,,,
PETRX310,2025-09-23,,,,,
SAPRX303,2025-09-23,,,,,
SAPRL303,2025-09-23,,,,,
VALEO400,2025-09-23,,,,,
VALEC450,2025-09-23,,,,,
VALEC400,2025-09-23,,,,,
PETRB360,2025-09-23,,,,,
TASAX170,2025-09-23,,,,,
IRBRP600,2025-09-23,,,,,
PCARP700,2025-09-23,,,,,
IRBRP50,2025-09-23,,,,,
IRBRP399,2025-09-23,,,,,
MGLUP250,2025-09-23,,,,,
B3SAD959,2025-09-23,,,,,
IRBRD600,2025-09-23,,,,,
IRBRD50,2025-09-23,,,,,
MRVED11,2025-09-23,,,,,
PCARD700,2025-09-23,,,,,
IRBRD399,2025-09-23,,,,,
PCARD60,2025-09-23,,,,,
BBDCP3,2025-09-23,,,,,
BBDCD20,2025-09-23,,,,,
CXSED210,2025-09-23,,,,,
PETRD50,2025-09-23,,,,,
CXSEP210,2025-09-23,,,,,
USIMP100,2025-09-23,,,,,
ITSAQ900,2025-09-23,,,,,
USIMD100,2025-09-23,,,,,
USIMD110,2025-09-23,,,,,
BBDCD145,2025-09-23,,,,,
BBDCD155,2025-09-23,,,,,
BBDCP155,2025-09-23,,,,,
BBDCP150,2025-09-23,,,,,
BBDCP130,2025-09-23,,,,,
BBDCP145,2025-09-23,,,,,
MRVEE77,2025-09-23,,,,,
CVCBE600,2025-09-23,,,,,
LRENQ270,2025-09-23,,,,,
PETZQ80,2025-09-23,,,,,
MGLUE150,2025-09-23,,,,,
LRENE240,2025-09-23,,,,,
CVCBE500,2025-09-23,,,,,
CVCBE400,2025-09-23,,,,,
MGLUE200,2025-09-23,,,,,
USIME99,2025-09-23,,,,,
USIME90,2025-09-23,,,,,
PETZE80,2025-09-23,,,,,
MGLUE250,2025-09-23,,,,,
LRENE270,2025-09-23,,,,,
PETZE500,2025-09-23,,,,,
B3SAE15,2025-09-23,,,,,
LRENQ220,2025-09-23,,,,,
MGLUQ30,2025-09-23,,,,,
LRENQ240,2025-09-23,,,,,
USIMQ99,2025-09-23,,,,,
B3SAQ140,2025-09-23,,,,,
BOVVX138,2025-09-23,,,,,
PETRX435,2025-09-23,,,,,
PETRX405,2025-09-23,,,,,
PETRX455,2025-09-23,,,,,
PETRX44,2025-09-23,,,,,
PETRL44,2025-09-23,,,,,
PETRL475,2025-09-23,,,,,
PETRL445,2025-09-23,,,,,
PETRL465,2025-09-23,,,,,
FLRYE335,2025-09-23,,,,,
B3SAD185,2025-09-23,,,,,
EGIED470,2025-09-23,,,,,
EGIEL440,2025-09-23,,,,,
MOVIA400,2025-09-23,,,,,
ITSAQ190,2025-09-23,,,,,
WIZCP200,2025-09-23,,,,,
SAPRP340,2025-09-23,,,,,
ODPVP190,2025-09-23,,,,,
MOVIL100,2025-09-23,,,,,
MOVIL900,2025-09-23,,,,,
EGIED500,2025-09-23,,,,,
EGIEL480,2025-09-23,,,,,
EGIED380,2025-09-23,,,,,
EGIEL380,2025-09-23,,,,,
GGBRL18,2025-09-23,,,,,
GGBRL225,2025-09-23,,,,,
GGBRL231,2025-09-23,,,,,
GGBRL187,2025-09-23,,,,,
GGBRL172,2025-09-23,,,,,
GGBRL206,2025-09-23,,,,,
GGBRL185,2025-09-23,,,,,
GGBRL175,2025-09-23,,,,,
GGBRL21,2025-09-23,,,,,
GGBRL247,2025-09-23,,,,,
GGBRL23,2025-09-23,,,,,
GGBRL197,2025-09-23,,,,,
GGBRL227,2025-09-23,,,,,
GGBRL22,2025-09-23,,,,,
GGBRL182,2025-09-23,,,,,
EGIEP440,2025-09-23,,,,,
MOVIX400,2025-09-23,,,,,
MOVIP800,2025-09-23,,,,,
EGIEP500,2025-09-23,,,,,
EGIEP470,2025-09-23,,,,,
MOVIP400,2025-09-23,,,,,
GGBRX167,2025-09-23,,,,,
GGBRX22,2025-09-23,,,,,
GGBRX172,2025-09-23,,,,,
GGBRX191,2025-09-23,,,,,
GGBRX187,2025-09-23,,,,,
GGBRX247,2025-09-23,,,,,
GGBRX156,2025-09-23,,,,,
GGBRX162,2025-09-23,,,,,
GGBRX206,2025-09-23,,,,,
GGBRX20,2025-09-23,,,,,
ITSAL898,2025-09-23,,,,,
MRVEE520,2025-09-23,,,,,
VIVTL720,2025-09-23,,,,,
PETZE110,2025-09-23,,,,,
QUALD125,2025-09-23,,,,,
MRVEQ540,2025-09-23,,,,,
ITSAX898,2025-09-23,,,,,
QUALP125,2025-09-23,,,,,
PETZW110,2025-09-23,,,,,
PETZW120,2025-09-23,,,,,
PETZQ120,2025-09-23,,,,,
PETZQ110,2025-09-23,,,,,
YDUQR860,2025-09-23,,,,,
BBDCE220,2025-09-23,,,,,
HAPVJ550,2025-09-23,,,,,
HAPVF62,2025-09-23,,,,,
PRIOR54,2025-09-23,,,,,
PRIOR487,2025-09-23,,,,,
HAPVV570,2025-09-23,,,,,
HAPVV550,2025-09-23,,,,,
HAPVR62,2025-09-23,,,,,
MRVER100,2025-09-23,,,,,
GGBRR230,2025-09-23,,,,,
MRVER120,2025-09-23,,,,,
COGNR20,2025-09-23,,,,,
B3SAR160,2025-09-23,,,,,
B3SAR14,2025-09-23,,,,,
GGBRR200,2025-09-23,,,,,
CSNAR18,2025-09-23,,,,,
SUZBR580,2025-09-23,,,,,
BBDCQ222,2025-09-23,,,,,
GGBRF22,2025-09-23,,,,,
IRBRF350,2025-09-23,,,,,
CSNAF18,2025-09-23,,,,,
IRBRF500,2025-09-23,,,,,
SUZBF540,2025-09-23,,,,,
SUZBF520,2025-09-23,,,,,
GGBRF230,2025-09-23,,,,,
B3SAF160,2025-09-23,,,,,
GGBRF200,2025-09-23,,,,,
AMARF250,2025-09-23,,,,,
BBDCF164,2025-09-23,,,,,
IRBRF600,2025-09-23,,,,,
CPLEF767,2025-09-23,,,,,
ECORL100,2025-09-23,,,,,
ECORL80,2025-09-23,,,,,
ECORX700,2025-09-23,,,,,
BRSRR1,2025-09-23,,,,,
INBRX450,2025-09-23,,,,,
CSMGX197,2025-09-23,,,,,
INBRL300,2025-09-23,,,,,
INBRL400,2025-09-23,,,,,
INBRL450,2025-09-23,,,,,
TUPYL240,2025-09-23,,,,,
BBASR60,2025-09-23,,,,,
PETRR840,2025-09-23,,,,,
MRVER150,2025-09-23,,,,,
VALER143,2025-09-23,,,,,
MRVEF150,2025-09-23,,,,,
RAPTX100,2025-09-23,,,,,
INBRX437,2025-09-23,,,,,
INBRL437,2025-09-23,,,,,
LAVVL890,2025-09-23,,,,,
MDIAR230,2025-09-23,,,,,
ITUBL350,2025-09-23,,,,,
HYPEA264,2025-09-23,,,,,
SBSPL410,2025-09-23,,,,,
MDIAF230,2025-09-23,,,,,
BMGBF24,2025-09-23,,,,,
BMGBF17,2025-09-23,,,,,
PCARG40,2025-09-23,,,,,
GFSAL35,2025-09-23,,,,,
GFSAL30,2025-09-23,,,,,
BBASG144,2025-09-23,,,,,
PCARG600,2025-09-23,,,,,
GFSAD45,2025-09-23,,,,,
COGNG300,2025-09-23,,,,,
GFSAD30,2025-09-23,,,,,
MRVEG120,2025-09-23,,,,,
TAEEX382,2025-09-23,,,,,
MGLUS200,2025-09-23,,,,,
COGNS200,2025-09-23,,,,,
COGNS350,2025-09-23,,,,,
COGNS250,2025-09-23,,,,,
GFSAP30,2025-09-23,,,,,
COGNS300,2025-09-23,,,,,
LRENO150,2025-09-23,,,,,
BPACF340,2025-09-23,,,,,
IGTIC190,2025-09-23,,,,,
LRENC150,2025-09-23,,,,,
LRENC155,2025-09-23,,,,,
SAPRP268,2025-09-23,,,,,
IBOVX105,2025-09-23,,,,,
BBASM268,2025-09-23,,,,,
PETRS440,2025-09-23,,,,,
PETRR440,2025-09-23,,,,,
BBSER440,2025-09-23,,,,,
ITUBS825,2025-09-23,,,,,
PETRN20,2025-09-23,,,,,
ODPVC700,2025-09-23,,,,,
IBOVT120,2025-09-23,,,,,
IBOVT35,2025-09-23,,,,,
IBOVT25,2025-09-23,,,,,
WEGEW542,2025-09-23,,,,,
AZZAV635,2025-09-23,,,,,
WEGEL600,2025-09-23,,,,,
WEGEK562,2025-09-23,,,,,
CVCBH350,2025-09-23,,,,,
BBDCT11,2025-09-23,,,,,
IRBRT500,2025-09-23,,,,,
USIMT800,2025-09-23,,,,,
USIMT900,2025-09-23,,,,,
LRENT200,2025-09-23,,,,,
LRENT260,2025-09-23,,,,,
IRBRT600,2025-09-23,,,,,
USIMT10,2025-09-23,,,,,
BHIAT100,2025-09-23,,,,,
BOVAS150,2025-09-23,,,,,
SANBX293,2025-09-23,,,,,
SANBX312,2025-09-23,,,,,
USIMH900,2025-09-23,,,,,
BBASH256,2025-09-23,,,,,
BHIAH80,2025-09-23,,,,,
BHIAH900,2025-09-23,,,,,
CVCBH30,2025-09-23,,,,,
IRBRH500,2025-09-23,,,,,
VIVAD245,2025-09-23,,,,,
VIVAD255,2025-09-23,,,,,
HAPVD45,2025-09-23,,,,,
HAPVD444,2025-09-23,,,,,
HAPVD46,2025-09-23,,,,,
KEPLH120,2025-09-23,,,,,
VIVAP255,2025-09-23,,,,,
VIVAP235,2025-09-23,,,,,
VIVAP23,2025-09-23,,,,,
HAPVD47,2025-09-23,,,,,
SAPRH375,2025-09-23,,,,,
NEOEH250,2025-09-23,,,,,
BOVAH5,2025-09-23,,,,,
BOVAH14,2025-09-23,,,,,
SANBC230,2025-09-23,,,,,
ITSAG600,2025-09-23,,,,,
ITUBG190,2025-09-23,,,,,
SANBT365,2025-09-23,,,,,
BHIAT60,2025-09-23,,,,,
SAPRT375,2025-09-23,,,,,
BHIAT700,2025-09-23,,,,,
BOVAS125,2025-09-23,,,,,
BOVAH8,2025-09-23,,,,,
BPACE170,2025-09-23,,,,,
AZZAK490,2025-09-23,,,,,
RANIH750,2025-09-23,,,,,
RENTG420,2025-09-23,,,,,
AZZAK425,2025-09-23,,,,,
QUALH15,2025-09-23,,,,,
QUALH13,2025-09-23,,,,,
TOTSD230,2025-09-23,,,,,
BOVAT8,2025-09-23,,,,,
BRSRT78,2025-09-23,,,,,
RENTS420,2025-09-23,,,,,
QUALT13,2025-09-23,,,,,
PETZT38,2025-09-23,,,,,
RANIX773,2025-09-23,,,,,
AZZAW425,2025-09-23,,,,,
VLIDS192,2025-09-23,,,,,
BBDCN167,2025-09-23,,,,,
BBASX300,2025-09-23,,,,,
PETRA305,2025-09-23,,,,,
VLIDG252,2025-09-23,,,,,
VLIDS200,2025-09-23,,,,,
IBOVX140,2025-09-23,,,,,
IBOVL140,2025-09-23,,,,,
IVVBS330,2025-09-23,,,,,
GUARQ85,2025-09-23,,,,,
IRBRS120,2025-09-23,,,,,
EMBRV510,2025-09-23,,,,,
IBOVL30,2025-09-23,,,,,
IVVBG330,2025-09-23,,,,,
RDORL450,2025-09-23,,,,,
GUARE85,2025-09-23,,,,,
ITUBH360,2025-09-23,,,,,
EMBRJ510,2025-09-23,,,,,
IRBRG120,2025-09-23,,,,,
EMBRJ540,2025-09-23,,,,,
VBBRL220,2025-09-23,,,,,
MGLUH110,2025-09-23,,,,,
AZZAH610,2025-09-23,,,,,
QUALH320,2025-09-23,,,,,
ABEVH120,2025-09-23,,,,,
AZZAH110,2025-09-23,,,,,
