Ativo,DataPregao,Abertura,Fechamento,PrecoMin,PrecoMax,Volume
GGBRW18,2025-10-07,0.82,0.91,0.82,0.91,42
VALEJ610,2025-10-07,2.5,2.09,2.06,2.65,224
VALEK651,2025-10-07,0.66,0.46,0.46,0.66,113
VALEW576,2025-10-07,0.44,0.46,0.43,0.46,31
GGBRW180,2025-10-07,0.72,0.75,0.65,0.76,43
GGBR3,2025-10-07,15.11,15.21,15.05,15.34,95
VALEV610,2025-10-07,0.17,0.26,0.14,0.26,274
GGBRV168,2025-10-07,0.11,0.12,0.09,0.13,27
VALEJ650,2025-10-07,0.28,0.17,0.16,0.31,1038
GGBRJ175,2025-10-07,0.33,0.27,0.26,0.38,73
VALEV660,2025-10-07,2.84,3.16,2.77,3.18,410
GGBRV175W2,2025-10-07,0.3,0.38,0.28,0.38,4
GGBRK180,2025-10-07,0.67,0.6,0.59,0.68,29
VALEV600W2,2025-10-07,0.16,0.23,0.14,0.23,142
VALEW484,2025-10-07,0.04,0.04,0.04,0.04,2
VALEJ550,2025-10-07,8.25,7.98,7.97,8.31,26
GGBRW17,2025-10-07,0.45,0.53,0.44,0.53,12
VALEJ590,2025-10-07,4.41,3.94,3.94,4.42,35
VALEV585,2025-10-07,0.04,0.05,0.04,0.06,35
GGBRK170,2025-10-07,1.18,1,1,1.18,5
VALEJ534,2025-10-07,7.78,7.43,7.43,7.84,42
VALEJ520W2,2025-10-07,9.17,8.73,8.73,9.17,5
VALEK546,2025-10-07,7.39,7.05,7.05,7.43,23
GGBRV165,2025-10-07,0.08,0.08,0.07,0.09,8
VALEJ544,2025-10-07,6.82,6.41,6.41,6.83,20
VALEJ535W2,2025-10-07,7.58,7.2,7.2,7.75,10
VALEV570,2025-10-07,0.03,0.02,0.02,0.04,27
GGBRL18,2025-10-07,0.98,0.95,0.64,0.99,8
VALEW616,2025-10-07,1.52,1.76,1.46,1.76,81
VALEM642,2025-10-07,1.97,2.1,1.91,2.1,9
VALEW631,2025-10-07,2.28,2.48,2.28,2.48,15
VALEJ670,2025-10-07,0.08,0.04,0.04,0.08,146
VALEJ600W2,2025-10-07,1.28,0.9,0.9,1.4,59
VALEW636,2025-10-07,2.55,2.85,2.55,2.85,24
VALEJ530,2025-10-07,10.3,9.91,9.91,10.3,8
VALEL609,2025-10-07,2.98,2.65,2.58,3.18,7
VALEJ545W2,2025-10-07,6.55,6.22,6.22,6.55,6
GGBRV175,2025-10-07,0.33,0.39,0.32,0.4,14
VALEW471,2025-10-07,0.03,0.03,0.03,0.03,2
VALEJ603W4,2025-10-07,0.8,0.6,0.6,0.8,12
VALEC63,2025-10-07,3.25,2.99,2.99,5.72,4
VALEW566,2025-10-07,0.31,0.33,0.31,0.34,12
FESA3F,2025-10-07,11.43,11.47,11.15,12.01,40
VALEJ685,2025-10-07,0.03,0.03,0.03,0.03,4
VALEX57,2025-10-07,1.2,1.16,1.16,1.2,3
VALEJ595W4,2025-10-07,2.25,2.02,2.02,2.25,6
VALEX872,2025-10-07,20.05,20.05,20.05,20.05,1
GGBRV172,2025-10-07,0.24,0.26,0.21,0.28,50
VALEP563,2025-10-07,0.99,0.94,0.93,0.99,8
VALEK741,2025-10-07,0.03,0.03,0.03,0.03,2
GGBRJ175W4,2025-10-07,0.35,0.35,0.35,0.35,1
VALEA675,2025-10-07,0.54,0.54,0.54,0.54,3
VALEL629,2025-10-07,1.91,1.78,1.75,1.98,5
GOAUK105,2025-10-07,0.26,0.21,0.21,0.26,10
GGBRW173W4,2025-10-07,0.71,0.71,0.71,0.71,1
VALEV560,2025-10-07,0.02,0.03,0.02,0.03,9
VALEI837,2025-10-07,4,4,4,4,1
GGBRK195,2025-10-07,0.12,0.13,0.12,0.13,2
GGBRV150,2025-10-07,0.01,0.01,0.01,0.01,2
VALEC650,2025-10-07,2.1,2.1,2.1,2.1,1
VALEX524,2025-10-07,0.19,0.19,0.19,0.19,1
GOAUX100,2025-10-07,0.18,0.2,0.18,0.2,6
GGBRJ188,2025-10-07,0.03,0.03,0.03,0.03,1
VALEV573,2025-10-07,1.63,1.63,1.63,1.63,2
VALEJ494,2025-10-07,11.77,11.77,11.77,11.77,1
VALEW671,2025-10-07,5.39,5.41,5.39,5.41,3
VALEW436,2025-10-07,0.02,0.02,0.02,0.02,1
GGBRX16,2025-10-07,0.17,0.17,0.17,0.17,1
VALEK521,2025-10-07,9.77,9.77,9.77,9.77,1
VALEK610W2,2025-10-07,1.3,1.3,1.3,1.3,1
GOAUL121,2025-10-07,0.05,0.05,0.05,0.05,1
VALEJ584,2025-10-07,2.95,2.5,2.49,3.17,189
VALEV620,2025-10-07,0.28,0.39,0.28,0.4,667
GGBRK17,2025-10-07,0.97,0.86,0.82,1.03,101
VALEJ600,2025-10-07,3.39,2.95,2.95,3.56,111
VALEJ644,2025-10-07,0.11,0.06,0.06,0.11,108
VALEV650,2025-10-07,1.9,2.3,1.79,2.3,331
VALEJ594,2025-10-07,2.25,1.65,1.58,2.25,690
VALEK576,2025-10-07,4.75,4.27,4.26,4.75,65
VALEJ555W2,2025-10-07,5.67,5.23,5.23,5.67,6
VALEJ593W2,2025-10-07,0.66,0.33,0.33,0.68,142
GGBRJ177,2025-10-07,0.24,0.17,0.16,0.25,35
PMAM1F,2025-10-07,0.01,0.01,0.01,0.01,29
VALEK531,2025-10-07,8.84,8.43,8.43,8.84,25
VALEA652,2025-10-07,2.45,2.19,2.19,2.45,16
VALEJ535W4,2025-10-07,7.86,7.54,7.54,7.86,4
VALEW651,2025-10-07,3.64,4,3.64,4,10
VALEJ674,2025-10-07,0.02,0.02,0.02,0.02,7
VALEJ524,2025-10-07,8.75,8.5,8.48,8.83,14
GGBRL175,2025-10-07,1.25,1.25,1.25,1.25,1
VALEJ570,2025-10-07,6.35,6,6,6.35,21
VALEW626,2025-10-07,2.02,2.2,1.97,2.2,103
VALEW546,2025-10-07,0.18,0.18,0.18,0.19,7
GOAUV100,2025-10-07,0.11,0.15,0.11,0.15,5
GOAUV927,2025-10-07,0.03,0.03,0.03,0.03,2
VALEK696,2025-10-07,0.14,0.11,0.11,0.14,14
GGBRJ182,2025-10-07,0.12,0.07,0.07,0.12,20
VALEJ550W2,2025-10-07,6.07,5.72,5.72,6.07,14
GGBRW170,2025-10-07,0.43,0.43,0.41,0.43,4
VALEJ514,2025-10-07,9.85,9.41,9.41,9.85,4
VALEK610W4,2025-10-07,0.97,1.05,0.97,1.52,4
VALEJ600W5,2025-10-07,1.32,1.1,1.1,1.34,11
VALEV570W2,2025-10-07,0.03,0.03,0.02,0.03,4
VALEK681,2025-10-07,0.23,0.18,0.18,0.23,5
GGBRL187,2025-10-07,0.62,0.62,0.62,0.65,6
VALEU577,2025-10-07,1.8,2.35,1.8,2.35,2
VALEK561,2025-10-07,5.98,5.74,5.72,6,13
VALEW580W2,2025-10-07,0.75,0.75,0.75,0.75,1
GOAUJ100,2025-10-07,0.33,0.28,0.28,0.34,38
VALEV550,2025-10-07,0.02,0.02,0.02,0.02,1
GGBRV157,2025-10-07,0.03,0.03,0.03,0.03,1
VALEV623W2,2025-10-07,2.89,3.22,2.89,3.23,12
VALEP558,2025-10-07,0.8,0.84,0.8,0.92,81
VALEV580W5,2025-10-07,0.64,0.66,0.64,0.66,5
VALEX580,2025-10-07,0.4,0.4,0.4,0.42,64
VALEK541,2025-10-07,7.82,7.61,7.61,7.82,2
VALEB653,2025-10-07,2.25,2.21,2.18,2.25,4
VALEL584,2025-10-07,4.6,4.6,4.6,4.6,2
GGBRK155,2025-10-07,2.19,2.19,2.19,2.19,1
GOAUJ947,2025-10-07,0.67,0.59,0.58,0.67,5
VALEB632,2025-10-07,1.28,1.28,1.28,1.28,1
VALEM612,2025-10-07,1.1,1.1,1.1,1.1,1
VALEB613,2025-10-07,4.16,4.16,4.16,4.16,1
VALEA680,2025-10-07,2.11,2.06,2.02,2.11,4
VALEM530,2025-10-07,0.88,0.75,0.75,0.88,2
VALEL699,2025-10-07,0.28,0.28,0.28,0.28,1
VALEV80,2025-10-07,9.35,9.57,9.3,9.57,3
VALEA602,2025-10-07,5.52,5.48,5.48,5.52,2
VALEJ431,2025-10-07,17.85,17.85,17.85,17.85,2
GGBRW168W4,2025-10-07,0.36,0.36,0.36,0.36,1
VALEL819,2025-10-07,0.03,0.03,0.03,0.03,2
GOAUW99,2025-10-07,0.32,0.35,0.32,0.36,6
VALEJ540W4,2025-10-07,7.37,7.29,7.29,7.37,3
VALEV575W2,2025-10-07,0.02,0.02,0.02,0.02,1
VALEJ525W4,2025-10-07,8.8,8.72,8.72,8.8,3
VALEJ560W4,2025-10-07,5.43,5.35,5.35,5.43,3
VALEV673W2,2025-10-07,7.9,8.05,7.9,8.05,2
GOAUJ110,2025-10-07,0.01,0.01,0.01,0.01,2
VALEV560W2,2025-10-07,0.02,0.02,0.02,0.02,1
VALEK760,2025-10-07,0.02,0.02,0.02,0.02,1
GOAUK889,2025-10-07,1.28,1.28,1.28,1.28,3
VALEJ643W4,2025-10-07,0.1,0.09,0.09,0.1,3
VALEV600W4,2025-10-07,0.5,0.51,0.5,0.51,2
VALEL574,2025-10-07,5.54,5.54,5.54,5.54,1
VALEK706,2025-10-07,0.11,0.09,0.09,0.11,3
VALEX614,2025-10-07,1.24,1.24,1.24,1.24,1
GGBRX165,2025-10-07,0.21,0.21,0.21,0.21,1
VALEL595W1,2025-10-07,2.56,2.56,2.56,2.56,1
VALEV565W4,2025-10-07,0.09,0.09,0.09,0.09,1
PATI3,2025-10-07,43.57,43.57,43.57,43.57,1
FESA4T,2025-10-07,6.45,6.46,6.45,6.46,2
VALE3T,2025-10-07,61.4,61.41,61.4,61.41,2
VALE3T,2025-10-07,60.33,60.34,60.33,60.34,2
VALE3T,2025-10-07,61.3,61.31,61.3,61.31,2
PETRV308,2025-10-07,0.23,0.2,0.18,0.34,723
PETRV331,2025-10-07,0.54,0.48,0.44,0.75,2688
PETRW307,2025-10-07,0.41,0.37,0.37,0.47,192
CASH16,2025-10-07,0.04,0.04,0.04,0.04,8
PRIOJ385,2025-10-07,0.5,0.45,0.28,0.5,161
PRIOW394,2025-10-07,2.12,1.93,1.91,2.12,143
PRIOV382,2025-10-07,1.2,0.82,0.82,1.2,279
PETRV336,2025-10-07,0.84,0.78,0.74,1.12,609
PETRJ283,2025-10-07,3.1,3.2,2.82,3.25,71
PRIOV380,2025-10-07,0.9,0.67,0.67,1.04,123
PETRJ318,2025-10-07,0.34,0.34,0.2,0.36,668
PRIOW416,2025-10-07,3.72,3.54,3.53,3.74,29
PETRV305W4,2025-10-07,0.23,0.2,0.2,0.29,9
PRIOV337,2025-10-07,0.03,0.03,0.02,0.03,49
PRIOK404,2025-10-07,0.68,0.6,0.53,0.68,37
PRIOJ400,2025-10-07,0.08,0.15,0.08,0.15,128
PRIOJ395,2025-10-07,0.2,0.18,0.12,0.2,112
RENTK420W1,2025-10-07,0.1,0.1,0.1,0.1,1
PETRL41,2025-10-07,0.39,0.39,0.36,0.42,14
CSANV600W2,2025-10-07,0.14,0.19,0.14,0.19,9
BPACJ472,2025-10-07,1.19,0.61,0.61,1.19,38
PETRW312,2025-10-07,0.81,0.73,0.7,0.91,356
PETRV333,2025-10-07,1.93,1.83,1.79,2.25,345
PETRV391,2025-10-07,6.33,6.01,5.97,6.33,12
PETRJ319,2025-10-07,1.65,1.75,1.64,1.75,3
PETRW287,2025-10-07,0.21,0.2,0.19,0.24,61
BPACJ457,2025-10-07,1.56,1.45,1.3,1.93,46
PETRK337,2025-10-07,0.5,0.56,0.41,0.56,217
PETRJ344,2025-10-07,0.16,0.21,0.16,0.24,15
PETRV315W2,2025-10-07,0.35,0.28,0.26,0.57,136
RENTW37,2025-10-07,1.82,2.16,1.77,2.16,10
BPACV457,2025-10-07,0.29,0.48,0.25,0.65,76
PRIOK407W1,2025-10-07,0.35,0.38,0.34,0.38,6
PRIOK426,2025-10-07,0.21,0.21,0.21,0.24,41
CSANW520,2025-10-07,0.09,0.08,0.08,0.09,2
MOVIX70,2025-10-07,0.15,0.19,0.15,0.19,3
PRIOJ407,2025-10-07,0.05,0.05,0.04,0.07,145
PETRK311,2025-10-07,1.89,2.01,1.71,2.04,118
PETRV306,2025-10-07,0.05,0.04,0.03,0.05,32
PETRJ298,2025-10-07,1.63,1.8,1.43,1.81,35
RENTW346,2025-10-07,0.69,0.71,0.69,0.72,3
PRIOK401,2025-10-07,0.75,0.68,0.57,0.75,35
PRIOJ412,2025-10-07,0.05,0.05,0.03,0.05,23
PETRL345,2025-10-07,0.38,0.45,0.38,0.45,4
PRIOW436,2025-10-07,5.48,5.28,5.28,5.52,45
PRIOJ397,2025-10-07,0.1,0.13,0.1,0.15,80
PRIOW386,2025-10-07,1.71,1.51,1.5,1.71,128
MOVIJ710,2025-10-07,1.01,1.01,1.01,1.01,1
PETRW258,2025-10-07,0.06,0.05,0.05,0.06,2
PETRW284W4,2025-10-07,0.22,0.24,0.22,0.24,2
CSANJ680W4,2025-10-07,0.03,0.03,0.03,0.03,3
CSANJ550,2025-10-07,0.41,0.4,0.4,0.41,2
PETRW350,2025-10-07,3.43,3.22,3.22,3.43,12
PRIOW421,2025-10-07,4.14,3.96,3.92,4.14,39
CSANL900,2025-10-07,0.04,0.04,0.04,0.04,1
PETRK367,2025-10-07,0.04,0.04,0.04,0.05,13
PETRX30,2025-10-07,0.67,0.65,0.65,0.77,11
PETRK351,2025-10-07,0.12,0.13,0.09,0.13,40
PETRV337W4,2025-10-07,2.13,2.14,2.13,2.14,2
BPACJ497,2025-10-07,0.26,0.11,0.1,0.26,15
BPACK474,2025-10-07,2.2,1.66,1.56,2.2,52
PETRX360,2025-10-07,4.3,4.33,4.3,4.33,5
RENTM329,2025-10-07,0.65,0.66,0.65,0.66,2
PRIOV415,2025-10-07,3.8,3.57,3.57,3.8,18
PETRX323,2025-10-07,1.6,1.3,1.21,1.6,12
BPACX420,2025-10-07,0.6,0.6,0.6,0.6,2
RENTK436,2025-10-07,0.31,0.3,0.27,0.31,5
CSANJ620,2025-10-07,0.12,0.07,0.07,0.12,222
PETRA358,2025-10-07,0.65,0.76,0.65,0.76,4
BPACV427,2025-10-07,0.1,0.1,0.09,0.1,3
BPACV455W2,2025-10-07,0.12,0.41,0.12,0.46,10
BPACW457,2025-10-07,1.16,1.43,1.16,1.47,9
BPACX439,2025-10-07,1.09,1.1,1.09,1.1,2
PETRW437,2025-10-07,11.6,11.6,11.6,11.6,1
BPACW437,2025-10-07,0.82,0.84,0.82,0.87,3
PETRV334,2025-10-07,0.53,0.46,0.44,0.65,54
PETRV340W2,2025-10-07,2.64,2.52,2.52,3.17,1798
PETRV317W4,2025-10-07,0.72,0.61,0.61,0.88,5
PETRJ364,2025-10-07,0.03,0.03,0.03,0.03,1
PETRJ307W2,2025-10-07,0.67,0.82,0.46,0.82,22
BPACJ487,2025-10-07,0.4,0.15,0.15,0.4,33
CSANJ640,2025-10-07,0.06,0.05,0.05,0.08,23
PETRA321,2025-10-07,2.58,2.67,2.35,2.69,35
RENTV371,2025-10-07,0.65,0.6,0.54,0.65,4
CSANW610,2025-10-07,0.44,0.42,0.42,0.44,612
PETRK387,2025-10-07,0.01,0.02,0.01,0.02,7
PETRO350,2025-10-07,2.65,2.6,2.6,2.69,4
PRIOW419,2025-10-07,3.97,3.77,3.77,3.98,15
PETRL48,2025-10-07,0.02,0.02,0.02,0.02,2
PETRJ330W4,2025-10-07,0.1,0.14,0.1,0.14,12
PETRL55,2025-10-07,7.15,7.19,6.9,7.19,4
PETRX316,2025-10-07,1,0.98,0.98,1.25,8
PRIOJ335,2025-10-07,4.22,4.36,4.22,4.4,10
BPACW412,2025-10-07,0.45,0.45,0.45,0.45,1
PETRV315W4,2025-10-07,0.57,0.51,0.51,0.65,17
PETRK372,2025-10-07,0.03,0.03,0.03,0.03,14
BPACJ450,2025-10-07,2.25,2.06,1.97,2.27,5
BPACJ400,2025-10-07,6.75,6.7,6.7,6.75,5
BPACV440,2025-10-07,0.18,0.2,0.18,0.23,19
MOVIW853,2025-10-07,0.74,0.74,0.74,0.74,1
PRIOB402,2025-10-07,1.2,1.2,1.2,1.2,1
BPACJ495W5,2025-10-07,0.4,0.32,0.31,0.4,8
RENTV383,2025-10-07,0.87,1.2,0.87,1.26,17
PETRW304W2,2025-10-07,0.59,0.59,0.59,0.59,1
PETRJ324,2025-10-07,1.24,1.24,1.24,1.24,1
PETRJ269W4,2025-10-07,4.02,4.02,4.02,4.02,1
PRIOV510,2025-10-07,13.18,13.18,13.18,13.18,1
PETRI419,2025-10-07,3,3.2,2.66,3.2,5
PETRA368,2025-10-07,0.47,0.47,0.47,0.47,3
BPACX434,2025-10-07,1.01,0.97,0.97,1.04,5
RENTX372,2025-10-07,1.8,1.8,1.8,1.8,1
BPACJ410,2025-10-07,6.5,5.72,5.72,6.5,2
PETRV305W2,2025-10-07,0.06,0.06,0.05,0.1,23
RENTJ358,2025-10-07,2.3,2.3,2.3,2.3,1
BPACW462,2025-10-07,1.35,1.56,1.35,1.66,9
BPACV420,2025-10-07,0.07,0.07,0.06,0.07,5
PETRV344,2025-10-07,1.24,1.2,1.17,1.24,5
RENTV386,2025-10-07,1.03,1.37,0.99,1.37,5
PETRX435,2025-10-07,5.2,5.17,5.17,5.2,3
PRIOJ44,2025-10-07,2.9,2.9,2.9,2.9,1
RENTV395W2,2025-10-07,2.23,2.23,2.23,2.23,1
PRIOX55,2025-10-07,15.72,15.72,15.72,15.72,1
RENTV400W2,2025-10-07,2.7,2.7,2.7,2.7,1
BPACK464,2025-10-07,2.35,2.39,2.35,2.39,3
BPACW524,2025-10-07,5.65,5.5,5.48,5.65,3
RENTV370W2,2025-10-07,0.5,0.5,0.5,0.5,1
PETRJ344W4,2025-10-07,0.02,0.01,0.01,0.02,6
PETRL415,2025-10-07,0.28,0.28,0.26,0.3,6
BPACV435,2025-10-07,0.13,0.2,0.12,0.2,4
PETRV276,2025-10-07,0.01,0.01,0.01,0.01,4
RENTJ376,2025-10-07,1.42,1.02,1.02,1.43,13
PRIOK366,2025-10-07,2.14,2.37,2.14,2.38,11
PETRK160,2025-10-07,15.5,15.3,15.1,15.5,5
RENTK391,2025-10-07,1.52,1.27,1.27,1.54,3
RENTV343,2025-10-07,0.11,0.11,0.11,0.11,2
RENTK456,2025-10-07,0.14,0.14,0.14,0.14,2
PRIOJ380W2,2025-10-07,0.22,0.24,0.22,0.3,4
RENTK344,2025-10-07,4.12,4.12,4.12,4.12,1
CSANV540W2,2025-10-07,0.01,0.01,0.01,0.01,1
LWSAK460,2025-10-07,0.17,0.17,0.17,0.17,3
PETRJ371,2025-10-07,0.01,0.01,0.01,0.01,12
PETRB342,2025-10-07,0.88,0.88,0.88,0.88,1
RENTX315,2025-10-07,0.35,0.35,0.35,0.35,4
PETRV279W4,2025-10-07,0.06,0.06,0.06,0.06,2
RENTJ415W5,2025-10-07,0.3,0.25,0.2,0.3,10
PRIOX349,2025-10-07,0.45,0.45,0.45,0.45,1
PETRO278,2025-10-07,0.45,0.47,0.45,0.48,4
CASHK420,2025-10-07,0.37,0.49,0.37,0.53,5
RENTJ395W5,2025-10-07,0.3,0.3,0.3,0.3,1
CASHW365,2025-10-07,0.14,0.14,0.14,0.14,1
PRIOJ367,2025-10-07,1.06,1.27,1.06,1.35,18
MOVIJ105,2025-10-07,0.01,0.01,0.01,0.01,1
PETRW362,2025-10-07,4.48,4.71,4.48,4.71,2
PETRJ233,2025-10-07,7.78,7.78,7.78,7.78,1
PETRK153,2025-10-07,15.86,15.86,15.86,15.86,1
PETRX361,2025-10-07,1.95,2.12,1.95,2.12,5
PETRK248,2025-10-07,6.6,6.6,6.6,6.6,1
RENTJ385W2,2025-10-07,0.39,0.24,0.24,0.39,3
RENTV423,2025-10-07,3.96,4.63,3.96,4.63,3
PETRV354W2,2025-10-07,4.77,4.9,4.77,4.9,4
PETRW306,2025-10-07,0.28,0.32,0.28,0.32,7
RENTW304,2025-10-07,0.16,0.16,0.16,0.16,1
PETRN480,2025-10-07,6,6,6,6,1
RENTJ375W2,2025-10-07,0.69,0.69,0.69,0.69,1
PETRA445,2025-10-07,0.24,0.22,0.22,0.24,2
PETRU389,2025-10-07,4.9,4.9,4.9,4.9,2
RENTV385W2,2025-10-07,0.98,1.18,0.98,1.18,2
PETRV27,2025-10-07,0.01,0.01,0.01,0.01,1
RENTX385,2025-10-07,2.1,2.1,2.1,2.1,2
PRIOX356,2025-10-07,0.68,0.68,0.68,0.68,1
RENTJ370W2,2025-10-07,1.18,1.18,1.18,1.18,1
RENTJ370W4,2025-10-07,1.8,1.8,1.8,1.8,1
RENTJ386,2025-10-07,0.86,0.76,0.76,0.93,4
RENTK379,2025-10-07,2.26,2.26,2.26,2.26,1
PETRO200,2025-10-07,0.26,0.26,0.26,0.26,1
PRIOW375W1,2025-10-07,1.02,0.95,0.95,1.02,2
RENTJ483,2025-10-07,0.01,0.01,0.01,0.01,1
PRIOJ41,2025-10-07,5.4,5.4,5.4,5.4,1
PETRA356,2025-10-07,0.8,0.8,0.8,0.8,1
PETR4F,2025-10-07,30.75,30.8,30.36,30.88,25976
PRIO3F,2025-10-07,37.73,37.7,37.2,37.85,4841
PETRK322,2025-10-07,0.78,0.81,0.64,0.83,413
PETRJ323,2025-10-07,0.2,0.18,0.11,0.2,1383
PETRV321,2025-10-07,0.17,0.15,0.14,0.26,454
CASH3F,2025-10-07,4.24,4.23,4.1,4.29,587
PRIOV375,2025-10-07,0.5,0.45,0.45,0.74,126
PETRV323,2025-10-07,0.98,1.04,0.92,1.32,602
PETRA326,2025-10-07,2.2,2.31,2.2,2.35,16
PETRJ335,2025-10-07,0.1,0.1,0.05,0.11,2512
PETRJ303,2025-10-07,1.25,1.32,0.97,1.37,467
BPACV485W2,2025-10-07,2.48,2.48,2.48,2.48,2
PETRW322,2025-10-07,1.3,1.2,1.17,1.44,282
PETRK359,2025-10-07,0.07,0.08,0.06,0.09,26
PRIOW399,2025-10-07,2.37,2.23,2.23,2.42,51
PRIOW434,2025-10-07,5.26,5.06,5.02,5.29,71
PRIOK441,2025-10-07,0.12,0.11,0.11,0.12,17
PETRW334,2025-10-07,2.12,1.99,1.99,2.34,65
PETRW337,2025-10-07,1.75,1.65,1.61,1.95,152
PETRW311,2025-10-07,0.45,0.43,0.41,0.54,176
PETRJ343,2025-10-07,0.02,0.02,0.01,0.02,82
PRIOV367,2025-10-07,0.41,0.24,0.24,0.41,40
RENTK371,2025-10-07,2.72,2.21,2.21,2.72,6
PETRK297,2025-10-07,2.24,2.41,2.07,2.44,54
PRIOW374,2025-10-07,1.02,0.92,0.92,1.06,72
CSANW580,2025-10-07,0.26,0.29,0.25,0.3,12
MOVIX800,2025-10-07,0.47,0.55,0.47,0.6,5
PETRV298,2025-10-07,0.08,0.06,0.06,0.1,222
PRIOJ422,2025-10-07,0.01,0.01,0.01,0.03,28
LWSAK420,2025-10-07,0.34,0.34,0.34,0.34,1
PETRW292,2025-10-07,0.27,0.24,0.24,0.31,111
PRIOW359,2025-10-07,0.59,0.51,0.5,0.6,40
PETRK357,2025-10-07,0.07,0.1,0.06,0.1,41
RENTK421,2025-10-07,0.47,0.47,0.47,0.47,7
PETRK339,2025-10-07,0.26,0.29,0.23,0.3,167
BPACW460,2025-10-07,1.17,1.37,1.17,1.4,14
BPACV465,2025-10-07,0.41,0.79,0.41,0.97,128
PETRW267,2025-10-07,0.08,0.07,0.07,0.09,6
BPACW449,2025-10-07,0.88,1.22,0.88,1.25,38
PETRV359W2,2025-10-07,5.27,5.05,4.99,5.45,18
RENTJ371,2025-10-07,1.65,1.33,1.32,1.79,14
PETRL319,2025-10-07,2.5,2.49,2.47,2.5,48
PETRJ327W2,2025-10-07,0.02,0.02,0.01,0.03,71
PRIOK396,2025-10-07,0.74,0.84,0.73,0.89,14
PETRL354,2025-10-07,4.5,5,4.5,5,2
PRIOV377,2025-10-07,0.63,0.58,0.57,0.88,151
PRIOK391,2025-10-07,1.05,1.04,0.91,1.09,98
PETRW370,2025-10-07,2.74,2.55,2.55,2.92,19
PETRV366,2025-10-07,3.7,3.48,3.48,3.74,8
PETRJ335W2,2025-10-07,0.01,0.01,0.01,0.01,2
PETRJ310W4,2025-10-07,0.82,0.95,0.74,0.95,12
PRIOW426,2025-10-07,4.58,4.39,4.35,4.61,36
RENTW339,2025-10-07,0.4,0.56,0.4,0.56,7
LWSAV440,2025-10-07,0.22,0.22,0.22,0.22,1
PETRN313,2025-10-07,1.1,1.08,1.05,1.13,16
CASHX440,2025-10-07,0.56,0.54,0.54,0.56,2
PETRW275,2025-10-07,0.11,0.11,0.11,0.12,8
PRIOW391,2025-10-07,2.05,1.76,1.76,2.06,70
PRIOV350,2025-10-07,0.07,0.05,0.05,0.07,25
PETRW294,2025-10-07,0.3,0.29,0.27,0.36,93
PRIOV400,2025-10-07,2.39,2.17,2.17,2.39,41
PETRJ306,2025-10-07,2.35,2.49,2.19,2.53,30
MOVIK873,2025-10-07,0.39,0.39,0.39,0.39,1
RENTK449,2025-10-07,0.19,0.19,0.19,0.19,1
PETRP313,2025-10-07,1.3,1.27,1.27,1.34,4
PRIOW339,2025-10-07,0.24,0.22,0.2,0.24,5
PRIOW296,2025-10-07,0.03,0.03,0.03,0.03,1
PETRV269W4,2025-10-07,0.03,0.03,0.03,0.03,1
BPACJ460,2025-10-07,1.82,1.31,1.29,1.82,11
BPACK489,2025-10-07,1.51,0.91,0.91,1.51,27
CSANX510,2025-10-07,0.1,0.11,0.1,0.11,3
PETRV416,2025-10-07,8.47,8.4,8.4,8.47,2
PETRV30,2025-10-07,0.05,0.05,0.04,0.06,52
BPACJ495,2025-10-07,0.33,0.1,0.1,0.33,13
PETRK284,2025-10-07,3.45,3.51,3.45,3.51,4
PRIOW364,2025-10-07,0.8,0.63,0.63,0.8,34
BPACN280,2025-10-07,0.06,0.06,0.06,0.06,6
PETRX311,2025-10-07,0.94,0.75,0.75,0.94,9
BPACW452,2025-10-07,1.32,1.28,1.1,1.32,7
PETRB347,2025-10-07,0.81,0.82,0.81,0.82,3
LWSAV450,2025-10-07,0.29,0.28,0.28,0.29,2
CSANX550,2025-10-07,0.22,0.23,0.2,0.23,3
BPACK524,2025-10-07,0.48,0.3,0.3,0.48,10
CSANW455,2025-10-07,0.02,0.02,0.02,0.02,1
RENTK381,2025-10-07,2.06,1.72,1.72,2.12,8
MOVIJ82,2025-10-07,0.2,0.2,0.2,0.2,1
RENTW341,2025-10-07,0.39,0.6,0.39,0.6,7
BPACJ455W2,2025-10-07,1.17,0.92,0.92,1.17,2
PETRL335,2025-10-07,0.53,0.6,0.53,0.6,7
CSANR700,2025-10-07,1.15,1.15,1.15,1.15,1
PETRJ329,2025-10-07,0.71,0.97,0.62,0.97,23
PETRW352,2025-10-07,0.06,0.05,0.05,0.06,5
PRIOW351,2025-10-07,0.46,0.37,0.37,0.46,14
BPACK539,2025-10-07,0.25,0.18,0.18,0.25,7
PETRK318,2025-10-07,2.69,2.69,2.69,2.69,1
RENTJ388,2025-10-07,0.78,0.52,0.5,0.8,18
PETRK325W1,2025-10-07,0.5,0.6,0.45,0.6,6
PETRV289W2,2025-10-07,0.02,0.01,0.01,0.02,4
CSANV730,2025-10-07,1.42,1.47,1.33,1.47,4
RENTK411,2025-10-07,0.93,0.67,0.67,0.93,3
BPACW442,2025-10-07,0.7,0.98,0.7,1,4
PETRV330W2,2025-10-07,1.72,1.53,1.53,1.94,338
PRIOW361,2025-10-07,0.61,0.59,0.57,0.69,17
CASHK100,2025-10-07,0.43,0.47,0.4,0.47,14
CSANV540,2025-10-07,0.03,0.04,0.03,0.04,3
CSANW160,2025-10-07,9.9,9.9,9.9,9.9,1
